NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
84733033	42370	48		Quilograma
84733034	42370	48		Quilograma
84733039	42370	48		Quilograma
84733041	42370	4		Unidade
84733042	42370	4		Unidade
84733049	42370	4		Unidade
84733090	44652	48		Quilograma
84734010	42370	4		Unidade
84734070	42370	48		Quilograma
84734090	42370	48		Quilograma
84735010	42370	4		Unidade
84735040	42370	48		Quilograma
84735050	42370	4		Unidade
84735090	42370	48		Quilograma
84741000	42370	4		Unidade
84742010	42370	4		Unidade
84742090	42370	4		Unidade
84743100	42370	4		Unidade
84743200	42370	4		Unidade
84743900	42370	4		Unidade
84748010	42370	4		Unidade
84748090	42370	4		Unidade
84749000	42370	48		Quilograma
84751000	42370	4		Unidade
84752100	42370	4		Unidade
84752910	42370	4		Unidade
84752990	42370	4		Unidade
84759000	42370	48		Quilograma
84762100	42370	4		Unidade
84762900	42370	4		Unidade
84768100	42370	4		Unidade
84768910	42370	4		Unidade
84768990	42370	4		Unidade
84769000	42370	48		Quilograma
84771011	42370	4		Unidade
84771019	42370	4		Unidade
84771021	42370	4		Unidade
84771029	42370	4		Unidade
84771091	42370	4		Unidade
84771099	42370	4		Unidade
84772010	42370	4		Unidade
84772090	42370	4		Unidade
84773010	42370	4		Unidade
84773090	42370	4		Unidade
84774010	42370	4		Unidade
84774090	42370	4		Unidade
84775100	42370	4		Unidade
84775911	42370	4		Unidade
84775919	42370	4		Unidade
84775990	42370	4		Unidade
84778010	42370	4		Unidade
84778090	42370	4		Unidade
84779000	42370	48		Quilograma
84781010	42370	4		Unidade
84781090	42370	4		Unidade
84789000	42370	48		Quilograma
84791010	42370	4		Unidade
84791090	42370	4		Unidade
84792000	42370	4		Unidade
84793000	42370	4		Unidade
84794000	42370	4		Unidade
84795000	42370	4		Unidade
84796000	42370	4		Unidade
84797100	42370	4		Unidade
84797900	42370	4		Unidade
84798110	42370	4		Unidade
84798190	42370	4		Unidade
84798210	42370	4		Unidade
84798290	42370	4		Unidade
84798300	44652	4		Unidade
84798911	42370	4		Unidade
84798912	42370	4		Unidade
84798921	42370	4		Unidade
84798922	42370	4		Unidade
84798931	42370	4		Unidade
84798932	42370	4		Unidade
84798940	42370	4		Unidade
84798991	42370	4		Unidade
84798992	42370	4		Unidade
84798999	42370	4		Unidade
84799010	42370	48		Quilograma
84799090	42370	48		Quilograma
84801000	42370	4		Unidade
84802000	42370	4		Unidade
84803000	42370	4		Unidade
84804100	42370	4		Unidade
84804910	42370	4		Unidade
84804990	42370	4		Unidade
84805000	42370	4		Unidade
84806000	42370	4		Unidade
84807100	42370	4		Unidade
84807910	43831	4		Unidade
84807990	43831	4		Unidade
84811000	42370	4		Unidade
84812011	42370	4		Unidade
84812019	42370	4		Unidade
84812090	42370	4		Unidade
84813000	42370	4		Unidade
84814000	42370	4		Unidade
84818011	42370	4		Unidade
84818019	42370	4		Unidade
84818021	42370	4		Unidade
84818029	42370	4		Unidade
84818031	42370	4		Unidade
84818039	42370	4		Unidade
84818091	42370	4		Unidade
84818092	42370	4		Unidade
84818093	42370	4		Unidade
84818094	42370	4		Unidade
84818095	42370	4		Unidade
84818096	42370	4		Unidade
84818097	42370	4		Unidade
84818099	42370	4		Unidade
84819010	42370	48		Quilograma
84819090	42370	48		Quilograma
84821010	42370	4		Unidade
84821090	42370	4		Unidade
84822010	42370	4		Unidade
84822090	42370	4		Unidade
84823000	42370	4		Unidade
84824000	42370	4		Unidade
84825010	42370	4		Unidade
84825090	42370	4		Unidade
84828000	42370	4		Unidade
84829111	42370	48		Quilograma
84829119	42370	48		Quilograma
84829120	42370	48		Quilograma
84829130	42370	48		Quilograma
84829190	42370	48		Quilograma
84829910	42370	48		Quilograma
84829990	42370	48		Quilograma
84831011	42370	4		Unidade
84831019	42370	4		Unidade
84831020	42370	4		Unidade
84831030	42370	4		Unidade
84831040	42370	4		Unidade
84831050	42370	4		Unidade
84831090	42370	4		Unidade
84832000	42370	4		Unidade
84833010	42370	4		Unidade
84833021	42370	4		Unidade
84833029	42370	4		Unidade
84833090	42370	4		Unidade
84834010	42370	4		Unidade
84834090	42370	4		Unidade
84835010	42370	4		Unidade
84835090	42370	4		Unidade
84836011	42370	4		Unidade
84836019	42370	4		Unidade
84836090	42370	4		Unidade
84839000	42370	48		Quilograma
84841000	42370	48		Quilograma
84842000	42370	48		Quilograma
84849000	42370	48		Quilograma
84851000	44652	4		Unidade
84852000	44652	4		Unidade
84853000	44652	4		Unidade
84858000	44652	4		Unidade
84859000	44652	48		Quilograma
84861000	42370	4		Unidade
84862000	42370	4		Unidade
84863000	42370	4		Unidade
84864000	42370	4		Unidade
84869000	42370	48		Quilograma
84871000	42370	4		Unidade
84879000	42370	48		Quilograma
85011011	42370	4		Unidade
85011019	42370	4		Unidade
85011021	42370	4		Unidade
85011029	42370	4		Unidade
85011030	42370	4		Unidade
85012000	42370	4		Unidade
85013110	42370	4		Unidade
85013120	42370	4		Unidade
85013210	42370	4		Unidade
85013220	42370	4		Unidade
85013310	42370	4		Unidade
85013320	42370	4		Unidade
85013411	42370	4		Unidade
85013419	42370	4		Unidade
85013420	42370	4		Unidade
85014011	42370	4		Unidade
85014019	42370	4		Unidade
85014021	42370	4		Unidade
85014029	42370	4		Unidade
85015110	42370	4		Unidade
85015120	42370	4		Unidade
85015190	42370	4		Unidade
85015210	42370	4		Unidade
85015220	42370	4		Unidade
85015290	42370	4		Unidade
85015310	42370	4		Unidade
85015320	42370	4		Unidade
85015330	42370	4		Unidade
85015390	42370	4		Unidade
85016100	42370	4		Unidade
85016200	42370	4		Unidade
85016300	42370	4		Unidade
85016400	42370	4		Unidade
85017100	44652	4		Unidade
85017210	44652	4		Unidade
85017290	44652	4		Unidade
85018000	44652	4		Unidade
85021110	42370	4		Unidade
85021190	42370	4		Unidade
85021210	42370	4		Unidade
85021290	42370	4		Unidade
85021311	42370	4		Unidade
85021319	42370	4		Unidade
85021390	42370	4		Unidade
85022011	42370	4		Unidade
85022019	42370	4		Unidade
85022090	42370	4		Unidade
85023100	42370	4		Unidade
85023900	42370	4		Unidade
85024010	42370	4		Unidade
85024090	42370	4		Unidade
85030010	42370	48		Quilograma
85030090	42370	48		Quilograma
85041000	42370	4		Unidade
85042100	42370	4		Unidade
85042200	42370	4		Unidade
85042300	42370	4		Unidade
85043111	42370	4		Unidade
85043119	42370	4		Unidade
85043191	42370	4		Unidade
85043192	42370	4		Unidade
85043193	45383	4		Unidade
85043199	42370	4		Unidade
85043211	42370	4		Unidade
85043219	42370	4		Unidade
85043221	42370	4		Unidade
85043229	42370	4		Unidade
85043300	42370	4		Unidade
85043400	42370	4		Unidade
85044010	42370	4		Unidade
85044021	42370	4		Unidade
85044022	42370	4		Unidade
85044029	42370	4		Unidade
85044030	42370	4		Unidade
85044040	42370	4		Unidade
85044050	42370	4		Unidade
85044060	42370	4		Unidade
85044090	42370	4		Unidade
85045010	45474	4		Unidade
85045090	45474	4		Unidade
85049010	42370	48		Quilograma
85049020	42370	48		Quilograma
85049030	42370	48		Quilograma
85049040	42370	48		Quilograma
85049090	42370	48		Quilograma
85051100	42370	48		Quilograma
85051910	42370	48		Quilograma
85051990	42370	48		Quilograma
85052010	42370	4		Unidade
85052090	42370	48		Quilograma
85059011	45383	4		Unidade
85059019	45383	4		Unidade
85059080	42370	48		Quilograma
85059090	42370	48		Quilograma
85061011	43831	4		Unidade
85061012	43831	4		Unidade
85061019	43831	4		Unidade
85061020	42370	4		Unidade
85061031	43831	4		Unidade
85061032	43831	4		Unidade
85061039	43831	4		Unidade
85063010	42370	4		Unidade
85063090	42370	4		Unidade
85064010	42370	4		Unidade
85064090	42370	4		Unidade
85065010	42370	4		Unidade
85065090	42370	4		Unidade
85066010	42370	4		Unidade
85066090	42370	4		Unidade
85068010	42370	4		Unidade
85068090	42370	4		Unidade
85069000	42370	48		Quilograma
85071010	42370	4		Unidade
85071090	42370	4		Unidade
85072010	42370	4		Unidade
85072090	42370	4		Unidade
85073011	42370	4		Unidade
85073019	42370	4		Unidade
85073090	42370	4		Unidade
85075010	43831	4		Unidade
85075020	43831	4		Unidade
85075090	43831	4		Unidade
85076000	42370	4		Unidade
85078000	42370	4		Unidade
85079010	42370	4		Unidade
85079020	42370	48		Quilograma
85079090	42370	48		Quilograma
85081100	42370	4		Unidade
85081900	42370	4		Unidade
85086000	42370	4		Unidade
85087000	42370	48		Quilograma
85094010	42370	4		Unidade
85094020	42370	4		Unidade
85094030	42370	4		Unidade
85094040	42370	4		Unidade
85094050	42370	4		Unidade
85094090	42370	4		Unidade
85098010	42370	4		Unidade
85098090	42370	4		Unidade
85099000	42370	48		Quilograma
85101000	42370	4		Unidade
85102000	42370	4		Unidade
85103000	42370	4		Unidade
85109011	42370	4		Unidade
85109019	42370	48		Quilograma
85109020	42370	48		Quilograma
85109090	42370	48		Quilograma
85111000	42370	4		Unidade
85112010	42370	4		Unidade
85112090	42370	4		Unidade
85113010	42370	4		Unidade
85113020	42370	4		Unidade
85114000	42370	4		Unidade
85115010	42370	4		Unidade
85115090	42370	4		Unidade
85118010	42370	4		Unidade
85118020	42370	4		Unidade
85118030	42370	4		Unidade
85118090	42370	4		Unidade
85119000	42370	48		Quilograma
85121000	42370	4		Unidade
85122011	42370	4		Unidade
85122019	42370	4		Unidade
85122021	42370	4		Unidade
85122022	42370	4		Unidade
85122023	42370	4		Unidade
85122029	42370	4		Unidade
85123000	42370	4		Unidade
85124010	42370	4		Unidade
85124020	42370	4		Unidade
85129000	42370	48		Quilograma
85131010	42370	4		Unidade
85131090	42370	4		Unidade
85139000	42370	48		Quilograma
85141100	44652	4		Unidade
85141900	44652	4		Unidade
85142011	42370	4		Unidade
85142019	42370	4		Unidade
85142020	42370	4		Unidade
85143100	44652	4		Unidade
85143200	44652	4		Unidade
85143900	44652	4		Unidade
85144000	42370	4		Unidade
85149000	42370	48		Quilograma
85151100	42370	4		Unidade
85151900	42370	4		Unidade
85152100	42370	4		Unidade
85152900	42370	4		Unidade
85153110	42370	4		Unidade
85153190	42370	4		Unidade
85153900	42370	4		Unidade
85158010	42370	4		Unidade
85158090	42370	4		Unidade
85159000	42370	48		Quilograma
85161000	42370	4		Unidade
85162100	42370	4		Unidade
85162900	42370	4		Unidade
85163100	42370	4		Unidade
85163200	42370	4		Unidade
85163300	42370	4		Unidade
85164000	42370	4		Unidade
85165000	42370	4		Unidade
85166000	42370	4		Unidade
85167100	42370	4		Unidade
85167200	42370	4		Unidade
85167910	42370	4		Unidade
85167920	42370	4		Unidade
85167990	42370	4		Unidade
85168010	42370	4		Unidade
85168090	42370	4		Unidade
85169000	42370	48		Quilograma
85171100	42370	4		Unidade
85171300	44652	4		Unidade
85171410	44652	4		Unidade
85171431	44652	4		Unidade
85171432	44652	4		Unidade
85171439	44652	4		Unidade
85171441	44652	4		Unidade
85171449	44652	4		Unidade
85171490	44652	4		Unidade
85171830	44652	4		Unidade
85171890	44652	4		Unidade
85176130	42370	4		Unidade
85176141	42370	4		Unidade
85176142	42370	4		Unidade
85176143	42370	4		Unidade
85176149	42370	4		Unidade
85176191	42370	4		Unidade
85176192	42370	4		Unidade
85176199	42370	4		Unidade
85176214	42370	4		Unidade
85176215	44652	4		Unidade
85176221	42370	4		Unidade
85176229	42370	4		Unidade
85176234	44652	4		Unidade
85176239	42370	4		Unidade
85176241	42370	4		Unidade
85176249	42370	4		Unidade
85176251	42370	4		Unidade
85176252	42370	4		Unidade
85176253	42370	4		Unidade
85176254	42370	4		Unidade
85176255	42370	4		Unidade
85176256	44652	4		Unidade
85176259	42370	4		Unidade
85176262	42370	4		Unidade
85176264	42370	4		Unidade
85176265	42370	4		Unidade
85176272	42370	4		Unidade
85176273	44652	4		Unidade
85176277	42370	4		Unidade
85176278	42370	4		Unidade
85176279	42370	4		Unidade
85176291	42370	4		Unidade
85176294	42370	4		Unidade
85176296	42370	4		Unidade
85176299	42370	4		Unidade
85176900	42370	4		Unidade
85177110	44652	4		Unidade
85177120	46054	4		Unidade
85177190	44652	4		Unidade
85177900	44652	48		Quilograma
85181010	42370	4		Unidade
85181090	42370	4		Unidade
85182100	42370	4		Unidade
85182200	42370	4		Unidade
85182910	42370	4		Unidade
85182990	42370	4		Unidade
85183000	42370	4		Unidade
85184000	42370	4		Unidade
85185000	42370	4		Unidade
85189010	42370	48		Quilograma
85189090	42370	48		Quilograma
85192000	42370	4		Unidade
85193000	42370	4		Unidade
85198110	42370	4		Unidade
85198120	42370	4		Unidade
85198190	42370	4		Unidade
85198900	42370	4		Unidade
85211010	42370	4		Unidade
85211081	42370	4		Unidade
85211089	42370	4		Unidade
85211090	42370	4		Unidade
85219000	44470	4		Unidade
85221000	42370	48		Quilograma
85229000	44652	48		Quilograma
85232110	42370	4		Unidade
85232120	42370	4		Unidade
85232911	42370	4		Unidade
85232919	42370	4		Unidade
85232990	42370	4		Unidade
85234110	42370	4		Unidade
85234190	42370	4		Unidade
85234910	42370	4		Unidade
85234920	42370	4		Unidade
85234990	42370	4		Unidade
85235110	42370	4		Unidade
85235190	42370	4		Unidade
85235210	43831	4		Unidade
85235290	43831	4		Unidade
85235900	43831	4		Unidade
85238000	42370	4		Unidade
85241100	44652	4		Unidade
85241200	44652	4		Unidade
85241900	44652	4		Unidade
85249100	44652	4		Unidade
85249200	44652	4		Unidade
85249900	44652	4		Unidade
85255011	42370	4		Unidade
85255019	42370	4		Unidade
85255021	42370	4		Unidade
85255022	42370	4		Unidade
85255023	42370	4		Unidade
85255024	42370	4		Unidade
85255029	42370	4		Unidade
85256010	42370	4		Unidade
85256020	42370	4		Unidade
85256090	42370	4		Unidade
85258100	44652	4		Unidade
85258200	44652	4		Unidade
85258300	44652	4		Unidade
85258911	44652	4		Unidade
85258912	44652	4		Unidade
85258913	44652	4		Unidade
85258914	44652	4		Unidade
85258919	44652	4		Unidade
85258921	44652	4		Unidade
85258922	44652	4		Unidade
85258929	44652	4		Unidade
85261000	42370	4		Unidade
85269100	42370	4		Unidade
85269200	42370	4		Unidade
85271200	42370	4		Unidade
85271300	42370	4		Unidade
85271900	44652	4		Unidade
85272100	42370	4		Unidade
85272900	42370	4		Unidade
85279100	42370	4		Unidade
85279200	42370	4		Unidade
85279910	42370	4		Unidade
85279990	42370	4		Unidade
85284200	44652	4		Unidade
85284930	44652	4		Unidade
85284990	44652	4		Unidade
85285200	44652	4		Unidade
85285900	44652	4		Unidade
85286200	42736	4		Unidade
85286910	42370	4		Unidade
85286990	42370	4		Unidade
85287111	42370	4		Unidade
85287119	42370	4		Unidade
85287190	42370	4		Unidade
85287200	42370	4		Unidade
85287300	42370	4		Unidade
85291020	44652	4		Unidade
85291090	42370	48		Quilograma
85299011	42370	48		Quilograma
85299012	42370	4		Unidade
85299019	42370	48		Quilograma
85299020	42370	48		Quilograma
85299030	42370	48		Quilograma
85299040	42370	48		Quilograma
85299050	44652	48		Quilograma
85299090	42370	48		Quilograma
85301010	42370	4		Unidade
85301090	42370	4		Unidade
85308010	42370	4		Unidade
85308090	42370	4		Unidade
85309000	42370	48		Quilograma
85311010	42370	4		Unidade
85311090	42370	4		Unidade
85312000	42370	4		Unidade
85318000	42370	4		Unidade
85319000	42370	48		Quilograma
85321000	42370	4		Unidade
85322111	42370	4		Unidade
85322119	42370	4		Unidade
85322120	43282	4		Unidade
85322190	42370	4		Unidade
85322200	42370	4		Unidade
85322310	42370	4		Unidade
85322390	42370	4		Unidade
85322410	42370	4		Unidade
85322420	43282	4		Unidade
85322490	42370	4		Unidade
85322510	42370	4		Unidade
85322590	42370	4		Unidade
85322910	42370	4		Unidade
85322990	42370	4		Unidade
85323010	42370	4		Unidade
85323090	42370	4		Unidade
85329000	42370	48		Quilograma
85331000	42370	4		Unidade
85332110	42370	4		Unidade
85332120	42370	4		Unidade
85332190	42370	4		Unidade
85332900	42370	4		Unidade
85333110	42370	4		Unidade
85333190	42370	4		Unidade
85333910	42370	4		Unidade
85333990	42370	4		Unidade
85334011	42370	4		Unidade
85334012	42370	4		Unidade
85334013	43101	4		Unidade
85334019	42370	4		Unidade
85334091	42370	4		Unidade
85334092	42370	4		Unidade
85334099	42370	4		Unidade
85339000	42370	48		Quilograma
85340011	42370	4		Unidade
85340012	42370	4		Unidade
85340013	42370	4		Unidade
85340019	42370	4		Unidade
85340020	42370	4		Unidade
85340031	42370	4		Unidade
85340032	42370	4		Unidade
85340033	42370	4		Unidade
85340039	42370	4		Unidade
85340040	42370	4		Unidade
85340051	42370	4		Unidade
85340059	42370	4		Unidade
85351000	42370	4		Unidade
85352100	42370	4		Unidade
85352900	42370	4		Unidade
85353013	42370	4		Unidade
85353017	42370	4		Unidade
85353018	42370	4		Unidade
85353019	42370	4		Unidade
85353023	42370	4		Unidade
85353027	42370	4		Unidade
85353028	42370	4		Unidade
85353029	42370	4		Unidade
85354010	42370	4		Unidade
85354090	42370	4		Unidade
85359010	44378	4		Unidade
85359090	44378	4		Unidade
85361000	42370	4		Unidade
85362000	42370	4		Unidade
85363010	43101	4		Unidade
85363090	43101	4		Unidade
85364100	42370	4		Unidade
85364900	42370	4		Unidade
85365010	42370	4		Unidade
85365020	42370	4		Unidade
85365030	42370	4		Unidade
85365090	42370	4		Unidade
85366100	42370	4		Unidade
85366910	42370	4		Unidade
85366990	42370	4		Unidade
85367000	42370	4		Unidade
85369010	42370	4		Unidade
85369020	42370	4		Unidade
85369030	42370	4		Unidade
85369040	42370	4		Unidade
85369050	42370	4		Unidade
85369060	43282	4		Unidade
85369090	42370	4		Unidade
85371011	42370	48		Quilograma
85371019	42370	48		Quilograma
85371020	42370	4		Unidade
85371030	42370	4		Unidade
85371090	42370	48		Quilograma
85372010	42370	48		Quilograma
85372090	42370	48		Quilograma
85381000	42370	48		Quilograma
85389010	42370	4		Unidade
85389020	42370	4		Unidade
85389090	42370	48		Quilograma
85391010	42370	4		Unidade
85391090	42370	4		Unidade
85392110	42370	4		Unidade
85392190	42370	4		Unidade
85392200	42370	4		Unidade
85392910	42370	4		Unidade
85392990	42370	4		Unidade
85393111	44378	4		Unidade
85393119	44378	4		Unidade
85393120	44378	4		Unidade
85393131	44378	4		Unidade
85393132	44378	4		Unidade
85393139	44378	4		Unidade
85393210	44378	4		Unidade
85393220	44378	4		Unidade
85393230	44378	4		Unidade
85393911	44378	4		Unidade
85393912	44378	4		Unidade
85393913	44378	4		Unidade
85393919	44378	4		Unidade
85393990	44378	4		Unidade
85394110	42370	4		Unidade
85394190	42370	4		Unidade
85394900	42370	4		Unidade
85395100	44652	4		Unidade
85395200	44652	4		Unidade
85399010	42370	48		Quilograma
85399020	42370	48		Quilograma
85399090	42370	48		Quilograma
85401100	42370	4		Unidade
85401200	42370	4		Unidade
85402011	42370	4		Unidade
85402019	42370	4		Unidade
85402020	42370	4		Unidade
85402090	42370	4		Unidade
85404000	42370	4		Unidade
85406010	42370	4		Unidade
85406090	42370	4		Unidade
85407100	42370	4		Unidade
85407900	42370	4		Unidade
85408100	42370	4		Unidade
85408910	42370	4		Unidade
85408990	42370	4		Unidade
85409110	42370	4		Unidade
85409120	42370	4		Unidade
85409130	42370	4		Unidade
85409140	42370	4		Unidade
85409190	42370	48		Quilograma
85409900	42370	48		Quilograma
85411011	42370	4		Unidade
85411012	42370	4		Unidade
85411019	42370	4		Unidade
85411021	42370	4		Unidade
85411022	42370	4		Unidade
85411029	42370	4		Unidade
85411031	43831	4		Unidade
85411032	43831	4		Unidade
85411039	43831	4		Unidade
85411091	42370	4		Unidade
85411092	42370	4		Unidade
85411099	42370	4		Unidade
85412110	42370	4		Unidade
85412120	42370	4		Unidade
85412191	42370	4		Unidade
85412199	42370	4		Unidade
85412910	42370	4		Unidade
85412920	42370	4		Unidade
85413011	42370	4		Unidade
85413019	42370	4		Unidade
85413021	42370	4		Unidade
85413029	42370	4		Unidade
85414111	44652	4		Unidade
85414112	44652	4		Unidade
85414121	44652	4		Unidade
85414122	44652	4		Unidade
85414123	44652	4		Unidade
85414124	44652	4		Unidade
85414210	44652	4		Unidade
85414220	44652	4		Unidade
85414290	44652	4		Unidade
85414300	44652	4		Unidade
85414900	44652	4		Unidade
85415100	44652	4		Unidade
85415900	44652	4		Unidade
85416010	42370	4		Unidade
85416090	42370	4		Unidade
85419010	42370	48		Quilograma
85419020	42370	48		Quilograma
85419090	42370	48		Quilograma
85423110	42370	4		Unidade
85423120	42370	4		Unidade
85423190	42370	4		Unidade
85423210	42370	4		Unidade
85423221	42370	4		Unidade
85423229	42370	4		Unidade
85423291	42370	4		Unidade
85423299	42370	4		Unidade
85423311	42370	4		Unidade
85423319	42370	4		Unidade
85423320	42370	4		Unidade
85423390	42370	4		Unidade
85423911	42370	4		Unidade
85423919	42370	4		Unidade
85423920	42370	4		Unidade
85423931	42370	4		Unidade
85423939	42370	4		Unidade
85423991	42370	4		Unidade
85423999	42370	4		Unidade
85429000	44652	48		Quilograma
85431000	42370	4		Unidade
85432000	42370	4		Unidade
85433010	43831	4		Unidade
85433090	43831	4		Unidade
85434000	44652	4		Unidade
85437011	42370	4		Unidade
85437012	42370	4		Unidade
85437013	42370	4		Unidade
85437014	42370	4		Unidade
85437015	42370	4		Unidade
85437019	42370	4		Unidade
85437020	42370	4		Unidade
85437031	42370	4		Unidade
85437032	42370	4		Unidade
85437033	42370	4		Unidade
85437034	42370	4		Unidade
85437035	42370	4		Unidade
85437036	42370	4		Unidade
85437039	42370	4		Unidade
85437040	42370	4		Unidade
85437050	42370	4		Unidade
85437091	42370	4		Unidade
85437092	42370	4		Unidade
85437099	42370	4		Unidade
85439010	42370	48		Quilograma
85439090	42370	48		Quilograma
85441100	42370	48		Quilograma
85441911	45383	48		Quilograma
85441919	45383	48		Quilograma
85441990	42370	48		Quilograma
85442000	42370	48		Quilograma
85443000	42370	48		Quilograma
85444200	42370	48		Quilograma
85444900	42370	48		Quilograma
85446000	42370	48		Quilograma
85447010	42370	48		Quilograma
85447020	42370	48		Quilograma
85447030	42370	48		Quilograma
85447090	42370	48		Quilograma
85451100	42370	48		Quilograma
85451910	42370	48		Quilograma
85451920	42370	48		Quilograma
85451990	42370	48		Quilograma
85452000	42370	48		Quilograma
85459010	42370	48		Quilograma
85459020	42370	48		Quilograma
85459030	42370	48		Quilograma
85459090	42370	48		Quilograma
85461000	42370	48		Quilograma
85462000	42370	48		Quilograma
85469000	42370	48		Quilograma
85471000	42370	48		Quilograma
85472010	42370	48		Quilograma
85472090	42370	48		Quilograma
85479000	42370	48		Quilograma
85480010	44652	48		Quilograma
85480090	44652	48		Quilograma
85491100	44652	48		Quilograma
85491200	44652	48		Quilograma
85491300	44652	48		Quilograma
85491400	44652	48		Quilograma
85491900	44652	48		Quilograma
85492100	44652	48		Quilograma
85492900	44652	48		Quilograma
85493100	44652	48		Quilograma
85493900	44652	48		Quilograma
85499100	44652	48		Quilograma
85499900	44652	48		Quilograma
86011000	42370	4		Unidade
86012000	42370	4		Unidade
86021000	42370	4		Unidade
86029000	42370	4		Unidade
86031000	42370	4		Unidade
86039000	42370	4		Unidade
86040010	42370	4		Unidade
86040090	42370	4		Unidade
86050010	42370	4		Unidade
86050090	42370	4		Unidade
86061000	42370	4		Unidade
86063000	42370	4		Unidade
86069100	42370	4		Unidade
86069200	42370	4		Unidade
86069900	42370	4		Unidade
86071110	42370	48		Quilograma
86071120	42370	48		Quilograma
86071200	42370	48		Quilograma
86071911	42370	48		Quilograma
86071919	42370	48		Quilograma
86071990	42370	48		Quilograma
86072100	42370	48		Quilograma
86072900	42370	48		Quilograma
86073000	42370	48		Quilograma
86079100	42370	48		Quilograma
86079900	42370	48		Quilograma
86080011	42370	48		Quilograma
86080012	42370	48		Quilograma
86080090	42370	48		Quilograma
86090000	42370	4		Unidade
87011000	42370	4		Unidade
87012100	44652	4		Unidade
87012200	44652	4		Unidade
87012300	44652	4		Unidade
87012400	44652	4		Unidade
87012900	44652	4		Unidade
87013000	42370	4		Unidade
87019100	42736	4		Unidade
87019200	42736	4		Unidade
87019300	42736	4		Unidade
87019410	42736	4		Unidade
87019490	42736	4		Unidade
87019510	42736	4		Unidade
87019590	42736	4		Unidade
87021000	42370	4		Unidade
87022000	42736	4		Unidade
87023000	42736	4		Unidade
87024010	42736	4		Unidade
87024090	42736	4		Unidade
87029000	42736	4		Unidade
87031000	42370	4		Unidade
87032100	42370	4		Unidade
87032210	42370	4		Unidade
87032290	42370	4		Unidade
87032310	42370	4		Unidade
87032390	42370	4		Unidade
87032410	42370	4		Unidade
87032490	42370	4		Unidade
87033110	42370	4		Unidade
87033190	42370	4		Unidade
87033210	42370	4		Unidade
87033290	42370	4		Unidade
87033310	42370	4		Unidade
87033390	42370	4		Unidade
87034000	42736	4		Unidade
87035000	42736	4		Unidade
87036000	42736	4		Unidade
87037000	42736	4		Unidade
87038000	42736	4		Unidade
87039000	42370	4		Unidade
87041010	42370	4		Unidade
87041090	42370	4		Unidade
87042110	42370	4		Unidade
87042120	42370	4		Unidade
87042130	42370	4		Unidade
87042190	42370	4		Unidade
87042210	42370	4		Unidade
87042220	42370	4		Unidade
87042230	42370	4		Unidade
87042290	42370	4		Unidade
87042310	42370	4		Unidade
87042320	42370	4		Unidade
87042330	42370	4		Unidade
87042340	42917	4		Unidade
87042390	42370	4		Unidade
87043110	42370	4		Unidade
87043120	42370	4		Unidade
87043130	42370	4		Unidade
87043190	42370	4		Unidade
87043210	42370	4		Unidade
87043220	42370	4		Unidade
87043230	42370	4		Unidade
87043290	42370	4		Unidade
87044100	44652	4		Unidade
87044200	44652	4		Unidade
87044300	44652	4		Unidade
87045100	44652	4		Unidade
87045200	44652	4		Unidade
87046000	44652	4		Unidade
87049000	42370	4		Unidade
87051020	44743	4		Unidade
87051030	44743	4		Unidade
87051090	42370	4		Unidade
87052000	42370	4		Unidade
87053000	42370	4		Unidade
87054000	42370	4		Unidade
87059010	42370	4		Unidade
87059090	42370	4		Unidade
87060010	42370	4		Unidade
87060020	42370	4		Unidade
87060090	42370	4		Unidade
87071000	42370	4		Unidade
87079010	42370	4		Unidade
87079090	42370	4		Unidade
87081000	42370	4		Unidade
87082100	42370	4		Unidade
87082200	44652	4		Unidade
87082911	42370	4		Unidade
87082912	42370	4		Unidade
87082913	42370	4		Unidade
87082914	42370	4		Unidade
87082919	42370	4		Unidade
87082991	42370	4		Unidade
87082992	42370	4		Unidade
87082993	42370	4		Unidade
87082994	42370	4		Unidade
87082995	42370	4		Unidade
87082999	42370	4		Unidade
87083011	42370	4		Unidade
87083019	42370	4		Unidade
87083090	42370	4		Unidade
87084011	42370	4		Unidade
87084019	42370	4		Unidade
87084080	42370	4		Unidade
87084090	42370	4		Unidade
87085011	42370	4		Unidade
87085012	42370	4		Unidade
87085019	42370	4		Unidade
87085080	42370	4		Unidade
87085091	42370	4		Unidade
87085099	42370	48		Quilograma
87087010	42370	4		Unidade
87087090	42370	4		Unidade
87088000	42370	4		Unidade
87089100	42370	4		Unidade
87089200	42370	4		Unidade
87089300	42370	4		Unidade
87089411	42370	4		Unidade
87089412	42370	4		Unidade
87089413	42370	4		Unidade
87089481	42370	4		Unidade
87089482	42370	4		Unidade
87089483	42370	4		Unidade
87089490	42370	48		Quilograma
87089510	42370	4		Unidade
87089521	42370	4		Unidade
87089522	42370	4		Unidade
87089529	42370	4		Unidade
87089910	42370	48		Quilograma
87089990	42370	48		Quilograma
87091100	42370	4		Unidade
87091900	42370	4		Unidade
87099000	42370	48		Quilograma
87100000	42370	4		Unidade
87111000	42370	4		Unidade
87112010	42370	4		Unidade
87112020	42370	4		Unidade
87112090	42370	4		Unidade
87113000	42370	4		Unidade
87114000	42370	4		Unidade
87115000	42370	4		Unidade
87116000	42736	4		Unidade
